,index,SMILES,atÊýÄ¿,RT,Speed,i-PrOH_proportion,Literature,Column
5735,2974,CO[C@H](Cc1ccccc1)C(O)=O,1,32.7,0.8,0.03,10.31635/ccschem.020.202000176,OD3
5736,2975,Cc1cccc(c1)[C@]2(CC(F)F)CC(C)(C)CN2C(=O)Nc3cccc(c3)C(F)(F)F,1,27.14,0.3,0.03,10.1038/ncomms14841,OD3
5739,2976,CCOC(=O)N1C=Cc2c(cccc2[N+]([O-])=O)[C@H]1C(=[N+]=[N-])C(=O)OCC,1,32.787,0.5,0.1,10.1039/D0CC03201H,IC
5741,2977,CC(=O)c1ccccc1C(=O)O[C@H](C(=O)NC(C)(C)C)c2ccc(cc2)[N+]([O-])=O,1,32.8,1,0.3,10.1021/jacs.5b09117,IC
5744,2979,O[C@H](C[S](=O)(=O)c1ccccc1)c2ccc(Cl)cc2,1,42.9,1,0.2,10.1039/c8ob02923g,OJH
5747,2980,FC(F)(F)c1cc(NC(=O)N2CC3(CCCCC3)C[C@]2(CN4CCOCC4)c5ccccc5)cc(c1)C(F)(F)F,1,32.81,0.3,0.03,10.1016/j.chempr.2017.10.008,AD3
5748,2981,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O[C@H](CCCCC#N)\C=C\c3ccccc3,1,26.6,1,0.3,10.1002/anie.202110084,AZ
5750,2982,Brc1ccc(CO[C@H](\C=C\c2ccccc2)c3ccccc3)cc1,1,39.912,1,0.03,10.1039/C4CC03920C,OJH
5754,2984,O=C1CC[C@H](N1)c2ccc(cc2)c3ccccc3,1,32.9,0.8,0.15,10.1021/acs.orglett.0c00669,IE
5755,2985,Cc1ccccc1[C@H]2CO[S](=O)(=O)N2,1,26.7,1,0.2,10.1002/adsc.201801566,OJH
5757,2986,O[C@H](CCl)c1cccc(c1)C(F)(F)F,1,44.4,1,0.01,10.1002/adsc.201800267,OJH
5759,2987,O=C1N([C@H](\C=C\c2ccccc2)c3ccccc3)C(=O)c4ccccc14,1,41.587,0.5,0.02,10.1039/C4CC03920C,ODH
5762,2988,CC[C@H](C#CCCCC(=O)Nc1ccc(OC)cc1)c2ccccc2,1,32.97,0.5,0.05,10.1038/s41557/019/0346/2,IG
5763,2989,COc1ccc2N[C@H](C)CCc2c1,1,39,0.8,0.1,10.1002/asia.201600445,OJH
5765,2990,C[Si](C)(C)[Si](C[C@]1(CC2(CC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4)([Si](C)(C)C)[Si](C)(C)C,1,35.23,0.15,0.005,10.1007/s11426/019/9528/2,IC
5767,2991,O[C@H](CCl)c1ccc(Cl)cc1,1,30.1,1,0.02,10.1002/adsc.201800267,OJH
5770,2992,O=C(C[C@H]1CCOc2ccccc12)Nc3ccccc3,1,33.2,1,0.1,10.1039/D1QO00302J,ODH
5771,2993,CC(=O)C[C@H]1CCCN1C(=O)OCc2ccccc2,1,41,0.5,0.05,10.1002/adsc.201100282,ODH
5774,2994,CCCCN1C(=O)[C@]2(CC(=O)OC(=C2C(=O)c3ccccc3)C)c4ccccc14,1,33.2,1,0.3,10.1039/C8RA02009D,IC
5775,2995,C1OC(=N[C@H]1c2ccccc2)c3ccccn3,1,41.9,1,0.1,10.1021/acscatal.0c02569,ODH
5778,2996,CCOC(=O)N[C@]1(C(=O)N(C)c2ccc(F)cc12)C(=[N+]=[N-])[P](=O)(OC)OC,1,33.25,0.5,0.1,10.1021/acs.orglett.6b02095,IA
5779,2997,C[Si](C)(C)[Si](C[C@]1(CC2(CCCCCC2)CN1C(=O)Nc3cc(Cl)cc(Cl)c3)c4ccccc4)([Si](C)(C)C)[Si](C)(C)C,1,25.25,0.2,0.01,10.1007/s11426/019/9528/2,OD3
5781,2998,Fc1ccc(cc1)[C@H](CC(=O)c2ccccc2)C#N,1,24.29,1,0.1,10.1038/s41467/021/22127/x,OD
5783,2999,Cc1cccc(c1)[C@H]2CO[S](=O)(=O)N2,1,30.4,1,0.2,10.1002/adsc.201801566,OJH
5786,3000,Cc1[nH]c2ccccc2c1[C@H](\C=C\c3ccccc3)c4ccccc4,1,33.353,1,0.05,10.1039/C6QO00227G,ODH
5788,3001,FC(F)(F)[S](=O)(=O)n1cc([C@H](OC(=O)OC(=C)c2ccccc2)c3ccccc3)c4ccccc14,1,33.4,0.5,0.02,10.1021/acs.orglett.8b00169,ADH
5790,3002,CC[C@H](C[S](=O)(=O)c1ccccc1)NC(C)=O,1,33.4,0.5,0.1,10.1021/acs.orglett.8b02579,ADH
5791,3003,CC(C)(C)OC(=O)N[C@H](CCC(=O)c1ccccc1)c2c[nH]c3ccc(OCc4ccccc4)cc23,1,20,1,0.25,10.1039/D1SC06613G,IF3
5794,3004,COc1cccc(c1)[C@H](CCc2ccccc2)CC(=O)NC(C)(C)c3ccccn3,1,33.6,0.7,0.07,10.1002/anie.201804197,ADH
5796,3005,CCOC(=O)[C@H]1N[S](=O)(=O)Oc2cc(C)ccc12,1,33.6,1,0.05,10.1039/D0CC01220C,ADH
5798,3006,CCOC(=O)C[C@H](Sc1cccc(C)c1)c2ccccc2,1,33.6,1,0.01,10.1021/acs.orglett.8b02339,ODH
5799,3007,COc1ccc(C[C@H]2CCCOC2=O)cc1,1,31,1,0.03,10.1039/C9OB02536G,ADH
5802,3008,CCOC(=O)N[C@]1(C(=O)N(C)c2ccc(C)cc12)C(=[N+]=[N-])[P](=O)(OC)OC,1,33.706,0.5,0.1,10.1021/acs.orglett.6b02095,IA
5803,3009,Cc1ccc(cc1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccccc2Cl,1,31.09,0.5,0.1,10.1021/jacs.1c06535,AZ
5806,3010,CC(C)(C)c1ccc2O[C@H](CO)COc2c1,1,33.768,1,0.03,10.1039/C8QO00805A,OD
5809,3012,COc1ccc2c([nH]cc2[C@H](CCC(=O)c3ccccc3)NC(=O)OC(C)(C)C)c1,1,33.8,1,0.15,10.1039/D1SC06613G,IF3
5810,3013,O=C(C[C@H](C#N)c1ccc(cc1)c2ccccc2)c3ccccc3,1,26.54,1,0.2,10.1038/s41467/021/22127/x,AZ
5812,3014,Cc1ccc(cc1)[C@H]2C[S](=O)(=O)c3ccccc23,1,40.3,1,0.2,10.1039/C8SC05397A,ASH
5815,3015,CC[C@H](C#Cc1cnc2cccnn12)c3ccccc3,1,33.91,0.5,0.05,10.1038/s41557/019/0346/2,AD3
5816,3016,COC(=O)c1ccc(cc1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccc(Cl)cc2,1,21.52,1,0.3,10.1002/anie.202110084,AZ
5818,3017,COc1ccc([C@H]2CCc3ccccc3N2)c(OC)c1,1,59.4,0.6,0.1,10.1021/ja2023042,ODH
5820,3018,COc1ccc(cc1)[C@H]2COC(=O)N2,1,39.7,1,0.05,10.1021/acscatal.0c02569,ADH
5823,3019,FC(F)(F)c1cc(NC(=O)N2CC3(CC3)C[C@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c4ccccc4)cc(c1)C(F)(F)F,1,34.01,0.15,0.03,10.1038/ncomms14841,AD3
5824,3020,C[Si](C)(C)[Si](C[C@]1(CCCN1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3ccccc3)([Si](C)(C)C)[Si](C)(C)C,1,40.52,0.2,0.01,10.1007/s11426/019/9528/2,IB
5826,3021,OC[C@H]1COc2cc(Cc3ccccc3)ccc2O1,1,49.027,1,0.05,10.1039/C8QO00805A,AS
5829,3022,C[C@H](Cc1ccc(Cl)cc1)C(O)=O,1,34.1,1,0.03,10.31635/ccschem.020.202000176,AD3
5830,3023,Cc1ccccc1[C@H]2CO[S](=O)(=O)N2,1,27.6,1,0.2,10.1016/j.isci.2019.07.004,OJH
5833,3024,Clc1ccc(CO[C@H](\C=C\c2ccccc2)c3ccccc3)cc1,1,34.259,1,0.1,10.1039/C6QO00227G,ADH
5834,3025,O[C@H](CCCC(=O)Nc1ccccc1)c2ccc3ccccc3c2,1,29.4,1,0.05,10.1039/C8QO00307F,ASH
5837,3026,FC(F)(F)C[C@]1(CC(=NO1)c2ccccc2)c3ccc4ccccc4c3,1,34.32,0.8,0.15,10.1002/anie.201804315,OJH
5838,3027,Fc1ccc(cc1)C(=O)C[C@H](C#N)c2ccccc2,1,26.7,1,0.1,10.1038/s41467/021/22127/x,OD
5840,3028,N#C[C@H](C#CCn1c2ccccc2c3ccccc13)C4CCCCC4,1,24.98,1,0.05,10.1038/s41557/019/0346/2,OD3
5842,3029,Cc1ccc(cc1)[S](=O)(=O)N2CCN(CC2)C[C@]3(CC4(CCCC4)CN3C(=O)Nc5cc(cc(c5)C(F)(F)F)C(F)(F)F)c6ccccc6,1,39.35,0.5,0.05,10.1016/j.chempr.2017.10.008,AD3
5844,3030,COc1cccc(c1)[C@H](O)CCl,1,30.4,1,0.02,10.1002/adsc.201800267,ODH
5847,3031,FC(F)(F)c1cccc(NC(=O)N2CCC[C@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c3ccccc3)c1,1,34.41,0.5,0.05,10.1038/ncomms14841,AD3
5848,3032,N[C@H](c1ccccc1O)c2cccc3ccccc23,1,17.75,0.7,0.3,10.1002/anie.201915459,OD3
5850,3033,COc1cccc(c1)[C@H](O)C[S](=O)(=O)c2ccccc2,1,43.9,1,0.2,10.1039/c8ob02923g,OJH
5853,3034,CC(C)[C@H]1CCc2ccccc2N1,1,34.6,0.5,0.02,10.1039/c002668a,ODH
5855,3035,O=C(CC1=C[C@H](C2=C(O1)C(=O)N(Cc3ccccc3)C2)c4ccc(cc4)C#N)c5ccccc5,1,34.6,1,0.393939,10.1021/acs.joc.5b00961,ID
5857,3036,Clc1ccc(cc1)[C@H]2NCCc3ccc(Br)cc23,1,34.6,0.5,0.2,10.1039/C8CC03586E,AD3
5858,3037,COc1ccccc1[C@H](O)C[S](=O)(=O)c2ccccc2,1,41,1,0.1,10.1039/c8ob02923g,ADH
5860,3038,O=[S]1(=O)N[C@H](CO1)c2ccccc2,1,30.9,1,0.2,10.1002/adsc.201801566,OJH
5863,3039,COc1cc2[nH]cc([C@H](\C=C\c3ccccc3)c4ccccc4)c2cc1OC,1,34.794,1,0.1,10.1039/C6QO00227G,ODH
5864,3040,O[C@H](CCCC(=O)Nc1ccccc1)c2sccc2,1,37.7,1,0.1,10.1039/C8QO00307F,ODH
5866,3041,Cc1ccc(cc1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccc(Cl)cc2,1,18,1,0.2,10.1021/jacs.1c06535,AZ
5869,3042,CC1=C(C(=O)c2ccc(cc2)C(F)(F)F)[C@]3(CC(=O)O1)C(=O)N(Cc4ccccc4)c5ccccc35,1,34.9,1,0.5,10.1039/C8RA02009D,IC
5870,3043,OCC[C@H]1CCCCn2ccc(c3cccc(F)c3)c12,1,37.89,1,0.01,10.1016/j.tetlet.2018.09.061,ID
5872,3044,CCOC(=O)C(F)(F)[C@]1(Cc2cc(OC)ccc2C1=O)C(=O)OC34CC5CC(CC(C5)C3)C4,1,20.026,1,0.07,10.1021/acs.orglett.7b03826,AD
5874,3045,FC(F)(F)C[C@]1(CC2(CCC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4,1,32.46,0.2,0.03,10.1021/jacs.6b04077,OD3
5877,3046,CC[C@H](C#Cc1ccc(N)cc1)c2ccccc2,1,35.08,1,0.03,10.1038/s41557/019/0346/2,OD3
5878,3047,COc1cccc(c1)[C@H](O)CCCC(=O)Nc2ccccc2,1,43.4,1,0.1,10.1039/C8QO00307F,ADH
5881,3048,COc1cccc(c1)c2ccc(cc2)[C@H](O)C(F)(F)F,1,35.1,1,0.05,10.1039/D1QO00368B,ODH
5883,3049,CCOC(=O)c1sc(nc1C)c2ccc(OCC(C)C)c(/C=C/[C@H](CCCCC#N)OC(=O)c3ccc(C)cc3)c2,1,35.12,1,0.4,10.1021/jacs.1c06535,AZ
5884,3050,COc1ccc(cc1)[C@H](O)C(F)(F)F,1,38.4,1,0.05,10.1039/D1QO00368B,OJH
5886,3051,O=CC[C@H](C(C(=O)OCc1ccccc1)C(=O)OCc2ccccc2)c3ccccc3,1,25.59,1,0.1,10.1039/C3CC44214D,ADH
5889,3052,C[C@H](CC=O)c1ccc2ccccc2c1,1,35.3,1,0.03,10.1021/jacs.8b00275,ASH
5891,3053,CCOC(=O)[C@H]1N[S](=O)(=O)Oc2ccc3OCOc3c12,1,35.3,1,0.2,10.1039/D0CC01220C,ODH
5892,3054,Cc1ccc(cc1)C(=O)O[C@H](CCCC#N)\C=C\c2ccccc2,1,26.34,1,0.1,10.1021/jacs.1c06535,AZ
5894,3055,Clc1ccc(cc1)C(=O)C[C@H](C#N)c2ccccc2,1,26.45,1,0.1,10.1038/s41467/021/22127/x,OD
5897,3056,CC[C@H](C#Cc1sc2ccccc2n1)c3ccccc3,1,35.49,0.3,0.02,10.1038/s41557/019/0346/2,OD3
5898,3057,O=C(O[C@H](CCCC#N)\C=C\c1ccccc1)c2sccc2,1,27.15,1,0.1,10.1021/jacs.1c06535,AZ
5900,3058,Clc1cccc(c1)[C@H]2C[S](=O)(=O)c3ccccc23,1,61.5,1,0.2,10.1039/C8SC05397A,ASH
5902,3059,COc1ccc(cc1)[C@H]2Nc3ccccc3NC2=O,1,28.5,1,0.2,10.1039/D1QO01598B,OJH
5905,3060,CC1=C(C(=O)c2cccc(C)c2)[C@]3(CC(=O)O1)C(=O)N(Cc4ccccc4)c5ccccc35,1,35.6,1,0.35,10.1039/C8RA02009D,IC
5906,3061,Cc1cccc(c1)[C@H]2CO[S](=O)(=O)N2,1,32.4,1,0.2,10.1016/j.isci.2019.07.004,OJH
5908,3062,OCC[C@H]1CCCCn2ccc(c3ccccc3)c12,1,40.05,1,0.05,10.1016/j.tetlet.2018.09.061,ID
5911,3063,FC(F)(F)C[C@]1(CC(=NO1)c2ccccc2)c3cncnc3,1,35.9,0.8,0.1,10.1002/anie.201804315,ODH
5912,3064,F[C@H](C(=O)c1nccn1c2ccccc2)c3ccc4CCOc4c3,1,48.6,1,0.05,10.1002/asia.201601306,ADH
5915,3066,O=[S]1(=O)N[C@H](CO1)c2ccccc2,1,32.1,1,0.2,10.1016/j.isci.2019.07.004,OJH
5917,3067,O[C@H](C[S](=O)(=O)c1ccccc1)c2occc2,1,38.1,1,0.2,10.1039/c8ob02923g,OJH
5921,3069,COC(=O)C[C@H](C#N)c1ccc(cc1)c2ccccc2,1,36.1,1,0.05,10.1039/C7SC04639A,ODH
5922,3070,COc1ccccc1[C@H](O)CCl,1,38.5,1,0.01,10.1002/adsc.201800267,OJH
5924,3071,CC(C)[Si](C#C[C@H](CC(=O)NC(C)(C)c1ccccn1)Cc2ccc(cc2)[N+]([O-])=O)(C(C)C)C(C)C,1,30.2,0.7,0.04,10.1021/jacs.9b01124,ADH
5929,3073,O[C@H]1CCNc2ccccc12,1,36.2,1,0.1,10.1002/adsc.201800839,OJH
5930,3074,O[C@H](CCl)c1sccc1,1,45.1,1,0.02,10.1002/adsc.201800267,OJH
5933,3076,Clc1ccc(cc1)[C@H]2CC(=O)Nc3ccccc3S2,1,42.5,1,0.07,10.1039/D0QO01286F,AD3
5936,3077,C[S@](=O)c1ccccc1,1,36.5,1,0.4,10.1021/jacs.1c03111,ASH
5938,3078,COc1cccc([C@H](N)c2cccc(Br)c2)c1O,1,36.59,0.7,0.3,10.1002/anie.201915459,OD3
5941,3080,COC(=O)[C@H](Cc1ccc(OC(=O)/C=C/c2ccc3ccccc3c2c4ccccc4SC)cc1)NC(=O)OC(C)(C)C,1,29.3,1,0.05,10.1002/anie.202115221,ADH
5943,3081,COc1ccc(cc1)[C@H]2Cc3ccccc3[S]2(=O)=O,1,54.5,1,0.2,10.1039/C8SC05397A,ADH
5945,3082,CC1(C)CN(C(=O)Nc2ccc(F)cc2)[C@](C1)(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c3ccccc3,1,29.14,0.2,0.04,10.1038/ncomms14841,OD3
5948,3083,Cc1cccc(NC(=O)N2CC(C)(C)C[C@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c3ccccc3)c1,1,36.68,0.3,0.03,10.1038/ncomms14841,OD3
5949,3084,C[C@]1(CC=C(COC1=O)c2ccc3OCOc3c2)c4ccccc4,1,44.61,1,0.02381,10.1021/jacs.8b12095,AS
5952,3085,C[C@H](Cc1ccc(Br)cc1)C(O)=O,1,36.7,1,0.03,10.31635/ccschem.020.202000176,AD3
5953,3086,CO[P](=O)(OC)C(=[N+]=[N-])[C@](O)(C(=O)OC(C)(C)C)c1cccc2ccccc12,1,21.147,0.5,0.3,10.1021/acs.orglett.7b00128,IC
5955,3087,COC(=O)c1ccc(cc1)C(=O)O[C@H](CCCC#N)\C=C\c2ccccc2,1,29.16,1,0.2,10.1021/jacs.1c06535,AZ
5957,3088,Cc1ccc(cc1)C(=O)N[C@H](CC(F)(F)F)c2c[nH]c3ccccc23,1,18.7,1,0.1,10.1039/D1SC06613G,IF3
5962,3090,Cc1cccc(c1)[C@H]2C[S](=O)(=O)c3ccccc23,1,37.1,1,0.2,10.1021/acs.orglett.0c03723,ASH
5964,3091,C[C@H](O)c1ccc(cc1)C(C)(C)C,1,37.1,0.8,0.01,10.1021/acscatal.0c04206,OD3
5965,3092,O=[S]1(=O)N[C@H](CO1)c2sccc2,1,41.7,1,0.2,10.1002/adsc.201801566,OJH
5967,3093,O=[S]1(=O)N[C@H](CO1)c2sccc2,1,42,1,0.2,10.1016/j.isci.2019.07.004,OJH
5969,3094,O[C@H](CCl)c1ccc(cc1)C(F)(F)F,1,44,1,0.01,10.1002/adsc.201800267,OJH
5972,3095,CO[P](=O)(OC)C(=[N+]=[N-])[C@]1(NC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(Cl)cc12,1,37.226,0.5,0.1,10.1021/acs.orglett.6b02095,IA
5973,3096,COC(=O)C(F)(F)C[C@]1(CC(C)(C)CN1C(=O)Nc2cccc(c2)C(F)(F)F)c3ccccc3,1,29.76,0.4,0.05,10.1038/ncomms14841,AD3
5976,3097,Cc1ccc(cc1)[C@H]2C[S](=O)(=O)c3ccccc23,1,37.3,1,0.2,10.1021/acs.orglett.0c03723,ASH
5977,3098,Clc1ccc(cc1)[C@H]2CO[S](=O)(=O)N2,1,29.8,1,0.2,10.1002/adsc.201801566,OJH
5979,3099,OC[C@H]1COc2cc(ccc2O1)C3CCCCC3,1,32.823,1,0.03,10.1039/C8QO00805A,OD
5981,3100,Cc1ccc(cc1)[C@H](CCCCC#N)C#N,1,39.31,0.5,0.15,10.1038/s41467/021/22127/x,AZ
5983,3101,CCOC(=O)C[C@H]1Nc2ccc(Cl)cc2OC1=O,1,27.4,1,0.02,10.1039/c9ra02694k,ODH
5989,3104,C[C@H](C#N)c1ccc2OCOc2c1,1,37.65,0.5,0.03,10.1002/cjoc.202000309,AZ
5991,3105,C1Cc2ccccc2N[C@H]1CNc3cccc4ccccc34,1,37.7,1,0.2,10.1002/anie.201909919,ODH
5993,3106,CC(=O)c1ccccc1C(=O)O[C@H](C(=O)NC(C)(C)C)c2ccc(cc2)C#N,1,37.7,1,0.3,10.1021/jacs.5b09117,IC
5994,3107,O=C1N[C@H](CO1)c2cccnc2,1,28.9,1,0.1,10.1021/acscatal.0c02569,ADH
5996,3108,CC[C@H](C#N)C#Cc1ccccc1,1,40.4,4,0.01,10.1021/jacs.9b02338,AS
5998,3109,COC(=O)c1ccc(cc1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccc(Br)cc2,1,23.6,1,0.3,10.1021/jacs.1c06535,AZ
6001,3110,CCOC(=O)N[C@]1(C(=O)N(C)c2ccc(cc12)[N+]([O-])=O)C(=[N+]=[N-])[P](=O)(OC)OC,1,37.785,0.5,0.1,10.1021/acs.orglett.6b02095,IA
6002,3111,COc1ccc2N[C@H](C)CCc2c1,1,46.4,0.8,0.1,10.1021/ja2023042,OJH
6004,3112,Cc1ccc(cc1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccc3ccccc3c2,1,18.45,1,0.3,10.1021/jacs.1c06535,AZ
6009,3114,COC(=O)C[C@H](C#N)c1ccc(OC)c(Br)c1,1,38.1,1,0.05,10.1039/C7SC04639A,ODH
6010,3115,O=C1CCC(=O)[C@]2(CCCN12)Cc3ccccc3,1,27.42,1,0.2,10.1002/anie.202107909,IC3
6013,3116,COC(=O)C(F)(F)C[C@]12CC(C)(C)CN1C(=O)N(c3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc24,1,38.19,0.2,0.01,10.1038/ncomms14841,OD3
6017,3119,Oc1ccc(cc1)[C@H]2COC(=O)N2,1,42.3,1,0.05,10.1021/acscatal.0c02569,ADH
6019,3120,CSc1cccc(c1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccccc2,1,24.04,1,0.2,10.1002/anie.202110084,AZ
6021,3121,CCOC(=O)[C@]1(CC(=C(NC(=O)c2ccccc2)C(=O)O1)c3ccc4ccccc4c3)c5ccccc5,1,16.1,1,0.5,10.1039/C6QO00018E,ADH
6023,3122,CC(C)(N1[C@H](CC1=O)c2ccc3OCOc3c2)c4ccccn4,1,40.7,0.8,0.1,10.1002/cjoc.201900533,ADH
6025,3123,[O-][N+](=O)c1ccccc1C[C@]23CCCN2C(=O)CCC3=O,1,50.33,1,0.2,10.1002/anie.202107909,IF3
6028,3124,O=C1CCCC2=C1CC[C@H](N2)c3ccccc3,1,38.6,1,0.2,10.1002/adsc.200900870,ASH
6029,3125,O=C1CCCC2=C1CC[C@H](N2)c3ccccc3,1,29.4,1,0.2,10.1039/c002668a,ASH
6031,3126,O[C@H](CBr)c1ccc(Br)cc1,1,45.5,1,0.03,10.1002/adsc.201800267,OJH
6033,3127,COc1ccccc1[C@H](C)C[S](=O)(=O)c2ccc(C)cc2,1,29.66,1,0.04,10.1039/C8QO01291A,AD
6035,3128,C[Si](C)(C)[Si](C[C@]1(CC2(CCCCCC2)CN1C(=O)Nc3cccc(c3)C(F)(F)F)c4ccccc4)([Si](C)(C)C)[Si](C)(C)C,1,29.6,0.3,0.01,10.1007/s11426/019/9528/2,ID
6037,3129,Brc1ccc(cc1)C(=O)C[C@H](C#N)c2ccccc2,1,29.52,1,0.1,10.1038/s41467/021/22127/x,OD
6040,3130,C[C@H](C#C)c1cccc(c1)C(C)=O,1,38.82,0.3,0.007,10.1038/s41557/019/0346/2,OD3
6041,3131,COc1ccc(cc1OC)[C@H](O)CCl,1,46.6,1,0.05,10.1002/adsc.201800267,ODH
6043,3132,CC(C)(C)OC(=O)N1CC(CC[C@H](C#N)c2ccc(cc2)c3ccccc3)(CC#N)C1,1,14.92,1,0.2,10.1038/s41467/021/22127/x,AD
6046,3133,COc1ccc(NC[C@H]2CCc3ccccc3N2)cc1,1,39,1,0.1,10.1002/anie.201909919,ODH
6047,3134,COc1ccc(cc1OC)[C@H]2COC(=O)C2,1,41.3,1,0.15,10.1021/acscatal.9b02667,ODH
6049,3135,Clc1ccc(cc1)[C@H]2CO[S](=O)(=O)N2,1,31.1,1,0.2,10.1016/j.isci.2019.07.004,OJH
6052,3136,CC1=C(C(=O)c2ccc(C)cc2)[C@]3(CC(=O)O1)C(=O)N(Cc4ccccc4)c5ccccc35,1,39.2,1,0.35,10.1039/C8RA02009D,IC
6053,3137,COC(=O)c1ccc(cc1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccc3ccccc3c2,1,24.26,1,0.4,10.1002/anie.202110084,AZ
6056,3138,CCc1ccc2O[C@H](CO)COc2c1,1,39.292,1,0.03,10.1039/C8QO00805A,OD
6057,3139,CSc1cccc(c1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccccc2,1,24.52,1,0.2,10.1021/jacs.1c06535,AZ
6059,3140,CCOC(=O)N1C=Cc2ccccc2[C@H]1C[P](=O)(OC)OC,1,29.22,1,0.3,10.1039/D0CC03201H,IC
6061,3141,COc1ccc2cc(ccc2c1)[C@H](CC(=O)c3ccccc3)C#N,1,34.56,1,0.2,10.1038/s41467/021/22127/x,AZ
6063,3142,Fc1ccc(cc1)[C@H]2CO[S](=O)(=O)N2,1,27.6,1,0.2,10.1002/adsc.201801566,OJH
6066,3143,CC[C@H](N[P](=O)(c1ccccc1)c2ccccc2)c3ccccc3,1,39.6,1,0.07,10.1039/D0QO01286F,AD3
6067,3144,CCOC(=O)C[C@H]1Nc2cc(C)ccc2OC1=O,1,35.7,1,0.02,10.1039/c9ra02694k,ADH
6069,3145,O=[S]1(=O)C[C@H](c2ccccc2)c3ccccc13,1,58.9,1,0.2,10.1039/C8SC05397A,ASH
6072,3146,Cc1ccccc1[C@]2(CC(C)(C)CN2C(=O)Nc3cccc(Br)c3)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,39.69,0.2,0.04,10.1038/ncomms14841,AD3
6073,3147,O[C@H](C[S](=O)(=O)c1ccccc1)c2ccc(Br)cc2,1,54.8,1,0.2,10.1039/c8ob02923g,OJH
6076,3148,C[C@H](C#N)c1cccnc1,1,39.79,0.5,0.05,10.1002/cjoc.202000309,AS
6077,3149,CC(C)[C@H](C(O)=O)c1ccc(C)cc1,1,22.2,0.8,0.02,10.1002/anie.202016705,OJ3
6079,3150,C[C@H](C[S](=O)(=O)c1ccc(C)cc1)c2ccc(C)cc2,1,37.56,1,0.03,10.1039/C8QO01291A,AD
6081,3151,COc1cccc(c1)[C@H](CCCCC#N)C#N,1,37.73,1,0.05,10.1038/s41467/021/22127/x,AD
6084,3152,CC(C)[C@H](O)C[N+]([O-])=O,1,39.99,0.5,0.02,10.1039/C2CC31907A,ODH
6086,3153,COc1ccc2[C@H](C[S](=O)(=O)c2c1)c3ccccc3,1,40,1,0.2,10.1021/acs.orglett.0c03723,ASH
6087,3154,COC(=O)c1ccc(cc1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccc(Br)cc2,1,24.59,1,0.3,10.1002/anie.202110084,AZ
6090,3155,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@](CN3CCOCC3)(C1)c4ccccc4,1,40.19,0.6,0.05,10.1016/j.chempr.2017.10.008,AD3
6092,3156,C[C@H](CC(=O)NC(C)(C)c1ccc(C)cn1)c2ccc(cc2)C(C)=O,1,40.2,0.6,0.05,10.1002/anie.201804197,ODH
6093,3157,CCOC(=O)[C@]1(CC(=C(NC(=O)c2ccccc2)C(=O)O1)c3ccc(OC)cc3)c4ccccc4,1,13.9,1,0.5,10.1039/C6QO00018E,ADH
6096,3158,F[C@H](c1ccc(cc1)c2ccccc2)C(=O)c3nccn3c4ccccc4,1,40.2,1,0.02,10.1002/asia.201601306,ADH
6098,3159,CC[C@H](C#Cc1ccc(C=O)cc1)c2ccccc2,1,40.38,0.3,0.01,10.1038/s41557/019/0346/2,IE
6100,3160,Fc1ccccc1[C@H]2C[S](=O)(=O)c3ccccc23,1,40.4,1,0.2,10.1021/acs.orglett.0c03723,ASH
6101,3161,COc1cccc(c1)[C@H](C)C[S](=O)(=O)c2ccc(C)cc2,1,32.41,1,0.04,10.1039/C8QO01291A,AD
6104,3162,COc1ccc2C(=O)N(c3cccc4cccnc34)[C@]5(CC(=O)N(C5=O)C(C)(C)C)c2c1,1,40.7,1,0.2,10.1002/anie.202108853,ADH
6107,3164,COc1ccccc1[C@H]2C[S](=O)(=O)c3ccccc23,1,40.7,1,0.2,10.1021/acs.orglett.0c03723,ASH
6108,3165,Fc1cccc(c1)[C@H](CCCCC#N)C#N,1,42.68,0.5,0.15,10.1038/s41467/021/22127/x,AZ
6111,3166,CCOC(=O)C([C@H](CC=O)c1ccc(cc1)C(=O)OCC)C(=O)OCC,1,40.82,1,0.1,10.1039/C3CC44214D,ADH
